May\MTM_012007Split\Grad3-1 numSpectra	May\MTM_012007Split\Grad3-1 totalIntensity	May\MTM_012007Split\Grad3-2 numSpectra	May\MTM_012007Split\Grad3-2 totalIntensity	May\MTM_012007Split\Grad3-3 numSpectra	May\MTM_012007Split\Grad3-3 totalIntensity	May\MTM_012007Split\Grad3-4 numSpectra	May\MTM_012007Split\Grad3-4 totalIntensity	May\MTM_012007Split\Grad3-5 numSpectra	May\MTM_012007Split\Grad3-5 totalIntensity	May\MTM_012007Split\Grad3-6 numSpectra	May\MTM_012007Split\Grad3-6 totalIntensity	May\MTM_012007Split\Grad3-7 numSpectra	May\MTM_012007Split\Grad3-7 totalIntensity	May\MTM_012007Split\Grad3-8 numSpectra	May\MTM_012007Split\Grad3-8 totalIntensity	 protein_mw	 accession_number	SwissProt ID	 accession_numbers	 coverage_maps	 percentCoverage	 percentCoverages	 numPepsUnique	 scoreUnique	 groupNum	 numSubgroups	 entry_name							
2	5.39E+08	13	1.51E+09	8	1.08E+09	10	9.27E+08	4	1.03E+08	3	1.38E+08	4	1.38E+08	3	4.26E+07	26996.5	133979	P02365	6323533	0+1615+23+17	1	1	1	16.13	272	1	"Subunit of the nuclear pore complex (NPC), involved in the structural organization of the complex and of the nuclear envelope, also involved in nuclear envelope permeability, interacts with Pom152p and Nic96p"	 Nup188p						
1	2.37E+07	6	9.15E+08	5	2.25E+08	5	3.82E+08	2	1.42E+08	2	7.75E+07	2	2.24E+07	1	2.58E+06	27449.9	133961	P25443	1709993	0+32+11+45	12	12	1	16.11	273	1	60S ribosomal protein L37-B (L35) (YP55)							
0	0.00E+00	1	2.10E+08	1	7.84E+07	2	2.49E+08	0	0.00E+00	1	5.79E+07	0	0.00E+00	0	0.00E+00	14626.1	133884		6321203	0+19+9+774	1	1	1	15.23	274	1	"Bifunctional enzyme of the 'de novo' purine nucleotide biosynthetic pathway, contains aminoimidazole ribotide synthetase and glycinamide ribotide synthetase activities"	" Ade5,7p"						
5	1.80E+08	5	3.09E+08	6	2.60E+08	8	2.20E+08	5	1.81E+08	4	1.30E+08	2	3.23E+07	0	0.00E+00	33743	133003	P26321	6325238	0+688+10+137	1	1	1	15.19	275	1	Phosphate metabolism	 transcription is regulated by PHO system	 polyphosphate synthetase (putative)	 Vtc3p				
0	0.00E+00	4	7.72E+08	4	6.72E+08	2	5.59E+08	1	6.67E+07	1	1.60E+08	1	4.43E+07	0	0.00E+00	11415.4	132948	P14120	6323510	0+112+10+190	3	3	1	15.13	276	1	Protein required for cell viability	 Yml125cp						
0	0.00E+00	2	3.87E+07	0	0.00E+00	1	3.70E+07	2	3.88E+07	1	7.62E+06	2	2.53E+07	0	0.00E+00	17613.6	132943	P04449	6323072|6321648	0+86+10+7|0+87+10+7	9	9|9	1	14.99	277	1	thioredoxin	 Trx1p						
0	0.00E+00	2	2.65E+08	2	1.94E+08	2	8.13E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	12953.2	132911		6322272	0+17+11+23	21	21	1	14.95	278	1	"Protein component of the large (60S) ribosomal subunit, has similarity to rat L39 ribosomal protein"	 required for ribosome biogenesis	 exhibits genetic interactions with SIS1 and PAB1	 Rpl39p				
0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	2	6.88E+07	3	2.66E+08	4	8.09E+07	16722.6	132847	P02406	6324155	0+158+8+237	1	1	1	14.76	279	1	"Protein of unknown function, localizes to the nucleolus and nucleoplasm"	" contains an RNA recognition motif (RRM) and has similarity to Nop12p, which is required for processing of pre-18S rRNA"	 Nop13p					
4	1.90E+08	4	1.88E+08	3	7.32E+07	1	1.44E+07	1	5.17E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	32315.8	124875	P00817	6323226	0+21+9+474	1	1	1	14.65	280	1	Component of the small (ribosomal) subunit (SSU) processosome that contains U3 snoRNA	 similar to microtubule binding proteins	 Sik1p					
32	1.45E+09	27	9.32E+08	26	8.34E+08	23	7.66E+08	32	6.71E+08	22	4.26E+08	19	1.86E+08	17	1.11E+08	115993.4	119180	P16521	6324759|6323324	0+145+10+65|0+144+10+65	4	4|4	1	13.74	281	1	"GTP binding protein (mammalian Ranp homolog) involved in the maintenance of nuclear organization, RNA processing and transport"	" interacts with Kap121p, Kap123p and Pdr6p (karyophilin betas)"	 Gsp1p homolog that is not required for viability	 Gsp2p				
0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	1	2.38E+06	1	4.60E+06	51789.4	5326	P25567	6319470|6320431	0+22+9+101|0+22+9+101	6	6|6	1	13.73	282	1	Histone H2A (HTA1 and HTA2 code for nearly identical proteins)	 Hta2p						
7	2.71E+08	2	8.59E+07	4	2.18E+08	5	2.09E+08	9	1.31E+08	7	1.13E+08	7	8.68E+07	5	5.10E+07	37054.6	4602	P15019	1360338|37362677	0+307+12+113|0+293+12+113	2	2|2	1	13.68	283	1	AAT2							
0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	2	4.64E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	78736.9	4528	P15019	3489	0+149+5+44	2	2	1	13.64	284	1	unnamed protein product							
0	0.00E+00	1	6.22E+06	0	0.00E+00	1	9.70E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	46132.5	4344	P11745	6323391|12656859	0+61+12+409|0+61+12+44	2	2|10	1	13.49	285	1	"Adenylosuccinate lyase, catalyzes two steps in the 'de novo' purine nucleotide biosynthetic pathway"	 Ade13p						
0	0.00E+00	1	3.84E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	78002.3	4049	P32499	6323433	0+8+12+589	1	1	1	13.43	286	1	"Dihydrouridine synthase, member of a widespread family of conserved proteins including Smm1p, Dus1p, and Dus4p"	 contains a consensus oleate response element (ORE) in its promoter region	 Dus3p					
0	0.00E+00	1	7.67E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	68046	3864	P15180	6322052	0+196+22+27	8	8	1	13.42	287	1	Protein required for mutagenesis by physical and chemical agents	" subunit of DNA polymerase-zeta (Pol-zeta), an enzyme whose sole function appears to be translesion synthesis"	 Rev7p					
12	1.88E+09	8	5.18E+08	8	5.63E+08	6	2.16E+08	4	5.87E+07	4	3.03E+07	3	1.62E+07	0	0.00E+00	53969.9	3793	P04807	1323195|37362655	0+66+20+189|0+53+20+189	7	7|7	1	13.3	288	1	unnamed protein product							
0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	1	3.52E+07	1	9.26E+07	0	0.00E+00	0	0.00E+00	23129	3489	P41544	3864|6320242	0+114+9+468|0+114+9+468	1	1|1	1	13.26	289	1	lysine--tRNA ligase							
3	1.39E+08	1	6.62E+07	1	1.84E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	24340	3341	P07170	6321795|65689	0+107+9+414|0+99+9+420	1	1|1	1	13.24	290	1	"Lanosterol 14-alpha-demethylase, catalyzes the C-14 demethylation of lanosterol to form 4,4''-dimethyl cholesta-8,14,24-triene-3-beta-ol in the ergosterol biosynthesis pathway"	 member of the cytochrome P450 family	 Erg11p					
